site.id,risk.type,species,season,index.value
B07,Habitat,zebra,Dry,0.907719753
B08,Habitat,zebra,Dry,0.660500647
C02,Habitat,zebra,Dry,2.189371112
C03,Habitat,zebra,Dry,3.572195294
C04,Habitat,zebra,Dry,1.481407786
C05,Habitat,zebra,Dry,1.062838597
C06,Habitat,zebra,Dry,0.984749626
C07,Habitat,zebra,Dry,0.82849383
C08,Habitat,zebra,Dry,0.462541084
C09,Habitat,zebra,Dry,0.532171923
C10,Habitat,zebra,Dry,0.190838866
C11,Habitat,zebra,Dry,0.161378397
C12,Habitat,zebra,Dry,0.941906978
C13,Habitat,zebra,Dry,4.031333428
D02,Habitat,zebra,Dry,8.542738092
D03,Habitat,zebra,Dry,3.752101803
D04,Habitat,zebra,Dry,6.699706975
D05,Habitat,zebra,Dry,3.289493993
D06,Habitat,zebra,Dry,4.228656185
D07,Habitat,zebra,Dry,2.629854549
D08,Habitat,zebra,Dry,0.382863797
D09,Habitat,zebra,Dry,0.196909639
D10,Habitat,zebra,Dry,0.081663979
D11,Habitat,zebra,Dry,0.104068641
D12,Habitat,zebra,Dry,0.417443462
D13,Habitat,zebra,Dry,1.236201752
E01,Habitat,zebra,Dry,6.528589167
E02,Habitat,zebra,Dry,11.65377185
E03,Habitat,zebra,Dry,5.350951494
E04,Habitat,zebra,Dry,4.853298284
E05,Habitat,zebra,Dry,5.231118395
E06,Habitat,zebra,Dry,5.997768327
E07,Habitat,zebra,Dry,1.909901582
E08,Habitat,zebra,Dry,0.516426927
E09,Habitat,zebra,Dry,0.093028686
E10,Habitat,zebra,Dry,0.104255976
E11,Habitat,zebra,Dry,0.137039661
E12,Habitat,zebra,Dry,0.447147662
E13,Habitat,zebra,Dry,0.862140727
F01,Habitat,zebra,Dry,5.25371647
F02,Habitat,zebra,Dry,3.01715619
F03,Habitat,zebra,Dry,2.04418881
F04,Habitat,zebra,Dry,2.426333679
F05,Habitat,zebra,Dry,3.157845836
F06,Habitat,zebra,Dry,3.956859104
F07,Habitat,zebra,Dry,1.118835684
F08,Habitat,zebra,Dry,0.551150159
F09,Habitat,zebra,Dry,0.177866871
F10,Habitat,zebra,Dry,0.098064135
F11,Habitat,zebra,Dry,0.208229528
F12,Habitat,zebra,Dry,1.019588464
F13,Habitat,zebra,Dry,0.610675146
G01,Habitat,zebra,Dry,3.70409169
G02,Habitat,zebra,Dry,14.74989042
G03,Habitat,zebra,Dry,5.225768715
G04,Habitat,zebra,Dry,2.644559472
G05,Habitat,zebra,Dry,4.281067243
G06,Habitat,zebra,Dry,4.628175555
G07,Habitat,zebra,Dry,4.59806765
G08,Habitat,zebra,Dry,1.538696545
G09,Habitat,zebra,Dry,0.41007043
G11,Habitat,zebra,Dry,0.282468979
G12,Habitat,zebra,Dry,0.689209216
G13,Habitat,zebra,Dry,1.748329808
H01,Habitat,zebra,Dry,4.896002409
H02,Habitat,zebra,Dry,6.040767358
H03,Habitat,zebra,Dry,11.45559059
H04,Habitat,zebra,Dry,3.653495076
H05,Habitat,zebra,Dry,3.269951125
H06,Habitat,zebra,Dry,4.069398422
H07,Habitat,zebra,Dry,6.687758987
H08,Habitat,zebra,Dry,8.740439467
H09,Habitat,zebra,Dry,2.080854181
H10,Habitat,zebra,Dry,0.308526508
H11,Habitat,zebra,Dry,0.243787108
H12,Habitat,zebra,Dry,0.591242454
H13,Habitat,zebra,Dry,4.071272809
I02,Habitat,zebra,Dry,7.188030928
I03,Habitat,zebra,Dry,2.168965741
I04,Habitat,zebra,Dry,3.20076625
I05,Habitat,zebra,Dry,3.577712774
I06,Habitat,zebra,Dry,8.387585117
I07,Habitat,zebra,Dry,3.658563103
I08,Habitat,zebra,Dry,8.53196256
I09,Habitat,zebra,Dry,3.952973149
I10,Habitat,zebra,Dry,0.799384809
I11,Habitat,zebra,Dry,0.145410746
I12,Habitat,zebra,Dry,0.461477665
I13,Habitat,zebra,Dry,1.778471357
J02,Habitat,zebra,Dry,14.93799165
J03,Habitat,zebra,Dry,3.106767367
J04,Habitat,zebra,Dry,2.270352753
J05,Habitat,zebra,Dry,3.295209111
J06,Habitat,zebra,Dry,6.672803115
J07,Habitat,zebra,Dry,2.655238803
J08,Habitat,zebra,Dry,6.144365778
J09,Habitat,zebra,Dry,5.866416032
J10,Habitat,zebra,Dry,1.920675809
J11,Habitat,zebra,Dry,0.313200956
J12,Habitat,zebra,Dry,0.532839109
J13,Habitat,zebra,Dry,3.054183007
K03,Habitat,zebra,Dry,13.41773206
K04,Habitat,zebra,Dry,4.824268613
K05,Habitat,zebra,Dry,6.347816407
K06,Habitat,zebra,Dry,3.664134095
K07,Habitat,zebra,Dry,0.758435113
K08,Habitat,zebra,Dry,2.458548341
K09,Habitat,zebra,Dry,1.58315269
K10,Habitat,zebra,Dry,2.873664507
K11,Habitat,zebra,Dry,0.629658358
K12,Habitat,zebra,Dry,0.446076422
K13,Habitat,zebra,Dry,0.57930835
L03,Habitat,zebra,Dry,8.108419067
L04,Habitat,zebra,Dry,6.744618292
L05,Habitat,zebra,Dry,2.090664723
L06,Habitat,zebra,Dry,0.881794496
L07,Habitat,zebra,Dry,0.489457072
L08,Habitat,zebra,Dry,0.707220581
L09,Habitat,zebra,Dry,1.013143312
L10,Habitat,zebra,Dry,0.803891317
L11,Habitat,zebra,Dry,0.516727262
L12,Habitat,zebra,Dry,0.892332285
L13,Habitat,zebra,Dry,0.544051994
M03,Habitat,zebra,Dry,3.427377553
M04,Habitat,zebra,Dry,10.1594162
M05,Habitat,zebra,Dry,4.993128164
M06,Habitat,zebra,Dry,1.100216049
M07,Habitat,zebra,Dry,0.483783002
M08,Habitat,zebra,Dry,0.287880108
M09,Habitat,zebra,Dry,0.335137243
M10,Habitat,zebra,Dry,0.375222308
M11,Habitat,zebra,Dry,0.279525011
M12,Habitat,zebra,Dry,0.491511894
M13,Habitat,zebra,Dry,0.425624733
N03,Habitat,zebra,Dry,1.560788877
N04,Habitat,zebra,Dry,3.471578209
N05,Habitat,zebra,Dry,4.896446915
N06,Habitat,zebra,Dry,1.253899793
N07,Habitat,zebra,Dry,0.702496073
N08,Habitat,zebra,Dry,2.18465743
N09,Habitat,zebra,Dry,1.151885683
N10,Habitat,zebra,Dry,1.021140037
N11,Habitat,zebra,Dry,0.607932091
N12,Habitat,zebra,Dry,0.110275326
N13,Habitat,zebra,Dry,0.100576951
O04,Habitat,zebra,Dry,1.022389652
O05,Habitat,zebra,Dry,1.182928124
O06,Habitat,zebra,Dry,1.745112485
O07,Habitat,zebra,Dry,1.131536816
O08,Habitat,zebra,Dry,2.397984774
O09,Habitat,zebra,Dry,3.859806799
O10,Habitat,zebra,Dry,4.343923592
O11,Habitat,zebra,Dry,1.099819235
O12,Habitat,zebra,Dry,0.145223158
O13,Habitat,zebra,Dry,0.02575105
P04,Habitat,zebra,Dry,0.225024459
P05,Habitat,zebra,Dry,0.578584377
P06,Habitat,zebra,Dry,0.710637371
P06,Habitat,zebra,Dry,0.710637371
P07,Habitat,zebra,Dry,1.203346817
P08,Habitat,zebra,Dry,0.535784108
P09,Habitat,zebra,Dry,0.96895595
P10,Habitat,zebra,Dry,0.36003979
P11,Habitat,zebra,Dry,0.361156188
P12,Habitat,zebra,Dry,0.103898098
P13,Habitat,zebra,Dry,0.024479894
Q05,Habitat,zebra,Dry,0.12976934
Q06,Habitat,zebra,Dry,0.25891571
Q07,Habitat,zebra,Dry,0.439628331
Q08,Habitat,zebra,Dry,0.496193305
Q09,Habitat,zebra,Dry,0.503166862
Q10,Habitat,zebra,Dry,0.186198295
Q11,Habitat,zebra,Dry,0.063453716
Q12,Habitat,zebra,Dry,0.032654441
Q13,Habitat,zebra,Dry,0.009667953
R05,Habitat,zebra,Dry,0.042572038
R06,Habitat,zebra,Dry,0.065554074
R07,Habitat,zebra,Dry,0.2997664
R08,Habitat,zebra,Dry,0.809229003
R09,Habitat,zebra,Dry,1.020846036
R10,Habitat,zebra,Dry,0.526132467
R11,Habitat,zebra,Dry,0.183040131
R12,Habitat,zebra,Dry,0.037981574
R13,Habitat,zebra,Dry,0.008739356
S07,Habitat,zebra,Dry,0.153450577
S08,Habitat,zebra,Dry,0.729185057
S09,Habitat,zebra,Dry,2.709332393
S10,Habitat,zebra,Dry,1.705835738
S11,Habitat,zebra,Dry,0.380058754
S12,Habitat,zebra,Dry,0.12275048
S13,Habitat,zebra,Dry,0.039775005
T08,Habitat,zebra,Dry,0.550408715
T09,Habitat,zebra,Dry,2.683147484
T10,Habitat,zebra,Dry,2.462316747
T11,Habitat,zebra,Dry,0.921868871
T12,Habitat,zebra,Dry,0.228992322
T13,Habitat,zebra,Dry,0.345222748
U09,Habitat,zebra,Dry,0.460911653
U10,Habitat,zebra,Dry,1.696181732
U11,Habitat,zebra,Dry,1.364682538
U12,Habitat,zebra,Dry,1.437963635
U13,Habitat,zebra,Dry,1.001584989
V10,Habitat,zebra,Dry,1.323174865
B03,Habitat,gazelleThomsons,Wet,0.256817501
B04,Habitat,gazelleThomsons,Wet,0.090322911
B05,Habitat,gazelleThomsons,Wet,0.157354065
B06,Habitat,gazelleThomsons,Wet,0.500816801
B07,Habitat,gazelleThomsons,Wet,0.69692456
B08,Habitat,gazelleThomsons,Wet,0.394444014
C02,Habitat,gazelleThomsons,Wet,2.235049531
C03,Habitat,gazelleThomsons,Wet,0.670378976
C04,Habitat,gazelleThomsons,Wet,0.493758352
C05,Habitat,gazelleThomsons,Wet,0.773743605
C06,Habitat,gazelleThomsons,Wet,3.304753656
C07,Habitat,gazelleThomsons,Wet,4.241656257
C08,Habitat,gazelleThomsons,Wet,1.79995779
C09,Habitat,gazelleThomsons,Wet,0.342206146
C10,Habitat,gazelleThomsons,Wet,0.114559512
C11,Habitat,gazelleThomsons,Wet,0.056831578
C12,Habitat,gazelleThomsons,Wet,0.118233024
C13,Habitat,gazelleThomsons,Wet,0.25050323
D02,Habitat,gazelleThomsons,Wet,3.561401832
D03,Habitat,gazelleThomsons,Wet,1.292323424
D04,Habitat,gazelleThomsons,Wet,1.874030233
D05,Habitat,gazelleThomsons,Wet,1.296130328
D06,Habitat,gazelleThomsons,Wet,6.026709088
D07,Habitat,gazelleThomsons,Wet,10.2638645
D08,Habitat,gazelleThomsons,Wet,2.163686682
D09,Habitat,gazelleThomsons,Wet,0.534698119
D10,Habitat,gazelleThomsons,Wet,0.155315709
D11,Habitat,gazelleThomsons,Wet,0.025902686
D12,Habitat,gazelleThomsons,Wet,0.040563189
D13,Habitat,gazelleThomsons,Wet,0.12062648
E01,Habitat,gazelleThomsons,Wet,2.072282209
E02,Habitat,gazelleThomsons,Wet,1.408907429
E03,Habitat,gazelleThomsons,Wet,1.864725855
E04,Habitat,gazelleThomsons,Wet,10.13857548
E05,Habitat,gazelleThomsons,Wet,3.203100303
E06,Habitat,gazelleThomsons,Wet,1.80048775
E07,Habitat,gazelleThomsons,Wet,3.52784435
E08,Habitat,gazelleThomsons,Wet,1.143088157
E09,Habitat,gazelleThomsons,Wet,0.388687962
E10,Habitat,gazelleThomsons,Wet,0.088190245
E11,Habitat,gazelleThomsons,Wet,0.01579265
E12,Habitat,gazelleThomsons,Wet,0.020988587
E13,Habitat,gazelleThomsons,Wet,0.0861148
F01,Habitat,gazelleThomsons,Wet,0.415450676
F02,Habitat,gazelleThomsons,Wet,0.965502999
F03,Habitat,gazelleThomsons,Wet,2.632676379
F04,Habitat,gazelleThomsons,Wet,5.121351536
F05,Habitat,gazelleThomsons,Wet,2.562885317
F06,Habitat,gazelleThomsons,Wet,0.647412044
F07,Habitat,gazelleThomsons,Wet,0.782772093
F08,Habitat,gazelleThomsons,Wet,0.411113083
F09,Habitat,gazelleThomsons,Wet,0.164282857
F10,Habitat,gazelleThomsons,Wet,0.067147892
F11,Habitat,gazelleThomsons,Wet,0.027376078
F12,Habitat,gazelleThomsons,Wet,0.043997182
F13,Habitat,gazelleThomsons,Wet,0.15021571
G01,Habitat,gazelleThomsons,Wet,1.419003703
G02,Habitat,gazelleThomsons,Wet,0.992879714
G03,Habitat,gazelleThomsons,Wet,8.696044074
G04,Habitat,gazelleThomsons,Wet,6.804041752
G05,Habitat,gazelleThomsons,Wet,3.295274947
G06,Habitat,gazelleThomsons,Wet,0.838627533
G07,Habitat,gazelleThomsons,Wet,1.669243144
G08,Habitat,gazelleThomsons,Wet,1.231249117
G09,Habitat,gazelleThomsons,Wet,0.528468445
G11,Habitat,gazelleThomsons,Wet,0.050688382
G12,Habitat,gazelleThomsons,Wet,0.065257095
G13,Habitat,gazelleThomsons,Wet,0.48769108
H01,Habitat,gazelleThomsons,Wet,10.32614081
H02,Habitat,gazelleThomsons,Wet,4.749799508
H03,Habitat,gazelleThomsons,Wet,2.694841109
H04,Habitat,gazelleThomsons,Wet,2.598109394
H05,Habitat,gazelleThomsons,Wet,1.67653558
H06,Habitat,gazelleThomsons,Wet,5.210143995
H07,Habitat,gazelleThomsons,Wet,10.02293157
H08,Habitat,gazelleThomsons,Wet,7.480546553
H09,Habitat,gazelleThomsons,Wet,1.883702932
H10,Habitat,gazelleThomsons,Wet,0.628054955
H11,Habitat,gazelleThomsons,Wet,0.140283951
H12,Habitat,gazelleThomsons,Wet,0.211495413
H13,Habitat,gazelleThomsons,Wet,1.079542117
I02,Habitat,gazelleThomsons,Wet,8.229761195
I03,Habitat,gazelleThomsons,Wet,2.05191918
I04,Habitat,gazelleThomsons,Wet,1.913788797
I05,Habitat,gazelleThomsons,Wet,8.389976735
I06,Habitat,gazelleThomsons,Wet,4.797754247
I07,Habitat,gazelleThomsons,Wet,13.41018314
I08,Habitat,gazelleThomsons,Wet,12.79205869
I09,Habitat,gazelleThomsons,Wet,3.558679232
I10,Habitat,gazelleThomsons,Wet,1.096877377
I11,Habitat,gazelleThomsons,Wet,0.215961318
I12,Habitat,gazelleThomsons,Wet,0.172442177
I13,Habitat,gazelleThomsons,Wet,1.007621251
J02,Habitat,gazelleThomsons,Wet,7.348886009
J03,Habitat,gazelleThomsons,Wet,3.970874684
J04,Habitat,gazelleThomsons,Wet,2.192086692
J05,Habitat,gazelleThomsons,Wet,3.657083326
J06,Habitat,gazelleThomsons,Wet,9.568142918
J07,Habitat,gazelleThomsons,Wet,5.847335624
J08,Habitat,gazelleThomsons,Wet,6.596190829
J09,Habitat,gazelleThomsons,Wet,3.410442198
J10,Habitat,gazelleThomsons,Wet,1.125411076
J11,Habitat,gazelleThomsons,Wet,0.153105694
J12,Habitat,gazelleThomsons,Wet,0.225624559
J13,Habitat,gazelleThomsons,Wet,0.816449681
K03,Habitat,gazelleThomsons,Wet,11.05848216
K04,Habitat,gazelleThomsons,Wet,4.116082429
K05,Habitat,gazelleThomsons,Wet,2.154607155
K06,Habitat,gazelleThomsons,Wet,8.481792067
K07,Habitat,gazelleThomsons,Wet,9.144841231
K08,Habitat,gazelleThomsons,Wet,11.28855733
K09,Habitat,gazelleThomsons,Wet,5.894723904
K10,Habitat,gazelleThomsons,Wet,1.02148531
K11,Habitat,gazelleThomsons,Wet,0.190650814
K12,Habitat,gazelleThomsons,Wet,0.133611923
K13,Habitat,gazelleThomsons,Wet,0.791986642
L03,Habitat,gazelleThomsons,Wet,5.39398982
L04,Habitat,gazelleThomsons,Wet,9.887169331
L05,Habitat,gazelleThomsons,Wet,2.830369005
L06,Habitat,gazelleThomsons,Wet,2.061576851
L07,Habitat,gazelleThomsons,Wet,2.496197936
L08,Habitat,gazelleThomsons,Wet,8.450240877
L09,Habitat,gazelleThomsons,Wet,1.533582506
L10,Habitat,gazelleThomsons,Wet,0.649516414
L11,Habitat,gazelleThomsons,Wet,0.145705284
L12,Habitat,gazelleThomsons,Wet,0.068397155
L13,Habitat,gazelleThomsons,Wet,0.417356123
M03,Habitat,gazelleThomsons,Wet,3.819919515
M04,Habitat,gazelleThomsons,Wet,9.46227738
M05,Habitat,gazelleThomsons,Wet,3.042228305
M06,Habitat,gazelleThomsons,Wet,1.289698529
M07,Habitat,gazelleThomsons,Wet,1.002349255
M08,Habitat,gazelleThomsons,Wet,2.447248561
M09,Habitat,gazelleThomsons,Wet,2.277131532
M10,Habitat,gazelleThomsons,Wet,0.892122726
M11,Habitat,gazelleThomsons,Wet,0.789161273
M12,Habitat,gazelleThomsons,Wet,0.224128321
M13,Habitat,gazelleThomsons,Wet,0.420658946
N03,Habitat,gazelleThomsons,Wet,3.800999356
N04,Habitat,gazelleThomsons,Wet,14.68370903
N05,Habitat,gazelleThomsons,Wet,5.150766474
N06,Habitat,gazelleThomsons,Wet,1.425475192
N07,Habitat,gazelleThomsons,Wet,2.270622093
N08,Habitat,gazelleThomsons,Wet,10.27916829
N09,Habitat,gazelleThomsons,Wet,5.388897417
N10,Habitat,gazelleThomsons,Wet,3.536370761
N11,Habitat,gazelleThomsons,Wet,2.056815768
N12,Habitat,gazelleThomsons,Wet,0.810792658
N13,Habitat,gazelleThomsons,Wet,0.303212875
O04,Habitat,gazelleThomsons,Wet,4.049767311
O05,Habitat,gazelleThomsons,Wet,2.125890228
O06,Habitat,gazelleThomsons,Wet,0.448266851
O07,Habitat,gazelleThomsons,Wet,0.858565152
O08,Habitat,gazelleThomsons,Wet,0.892183197
O09,Habitat,gazelleThomsons,Wet,1.890503141
O10,Habitat,gazelleThomsons,Wet,7.14005775
O11,Habitat,gazelleThomsons,Wet,3.420965704
O12,Habitat,gazelleThomsons,Wet,1.239801607
O13,Habitat,gazelleThomsons,Wet,0.320067103
P04,Habitat,gazelleThomsons,Wet,0.791873683
P05,Habitat,gazelleThomsons,Wet,0.360005622
P06,Habitat,gazelleThomsons,Wet,0.140778857
P06,Habitat,gazelleThomsons,Wet,0.140778857
P07,Habitat,gazelleThomsons,Wet,0.298305776
P08,Habitat,gazelleThomsons,Wet,0.688722569
P09,Habitat,gazelleThomsons,Wet,0.969724203
P10,Habitat,gazelleThomsons,Wet,3.042393249
P11,Habitat,gazelleThomsons,Wet,2.754806255
P12,Habitat,gazelleThomsons,Wet,0.885769229
P13,Habitat,gazelleThomsons,Wet,0.181155385
Q05,Habitat,gazelleThomsons,Wet,0.079172734
Q06,Habitat,gazelleThomsons,Wet,0.040459688
Q07,Habitat,gazelleThomsons,Wet,0.077291442
Q08,Habitat,gazelleThomsons,Wet,0.136675952
Q09,Habitat,gazelleThomsons,Wet,0.298813845
Q10,Habitat,gazelleThomsons,Wet,0.834235247
Q11,Habitat,gazelleThomsons,Wet,0.960534844
Q12,Habitat,gazelleThomsons,Wet,0.490467137
Q13,Habitat,gazelleThomsons,Wet,0.166219685
R05,Habitat,gazelleThomsons,Wet,0.041926601
R06,Habitat,gazelleThomsons,Wet,0.012126033
R07,Habitat,gazelleThomsons,Wet,0.037122674
R08,Habitat,gazelleThomsons,Wet,0.153340717
R09,Habitat,gazelleThomsons,Wet,0.865859899
R10,Habitat,gazelleThomsons,Wet,2.017820025
R11,Habitat,gazelleThomsons,Wet,2.337007891
R12,Habitat,gazelleThomsons,Wet,1.161816328
R13,Habitat,gazelleThomsons,Wet,0.386913356
S07,Habitat,gazelleThomsons,Wet,0.058866315
S08,Habitat,gazelleThomsons,Wet,0.293124654
S09,Habitat,gazelleThomsons,Wet,1.716923048
S10,Habitat,gazelleThomsons,Wet,10.00600932
S11,Habitat,gazelleThomsons,Wet,7.286413466
S12,Habitat,gazelleThomsons,Wet,1.514264214
S13,Habitat,gazelleThomsons,Wet,0.581559292
T08,Habitat,gazelleThomsons,Wet,0.275763224
T09,Habitat,gazelleThomsons,Wet,1.191664511
T10,Habitat,gazelleThomsons,Wet,5.929402121
T11,Habitat,gazelleThomsons,Wet,9.259925338
T12,Habitat,gazelleThomsons,Wet,2.434973392
T13,Habitat,gazelleThomsons,Wet,3.103959557
U09,Habitat,gazelleThomsons,Wet,0.766337351
U10,Habitat,gazelleThomsons,Wet,1.212591
U11,Habitat,gazelleThomsons,Wet,4.105620704
U12,Habitat,gazelleThomsons,Wet,6.64434339
U13,Habitat,gazelleThomsons,Wet,7.601069881
V10,Habitat,gazelleThomsons,Wet,0.256817501
B03,Habitat,gazelleThomsons,Dry,0.820429779
B04,Habitat,gazelleThomsons,Dry,4.307838999
B05,Habitat,gazelleThomsons,Dry,4.385919441
B06,Habitat,gazelleThomsons,Dry,0.141628372
B07,Habitat,gazelleThomsons,Dry,0.148385908
B08,Habitat,gazelleThomsons,Dry,0.310691381
C02,Habitat,gazelleThomsons,Dry,0.657099751
C03,Habitat,gazelleThomsons,Dry,8.317303042
C04,Habitat,gazelleThomsons,Dry,1.737153123
C05,Habitat,gazelleThomsons,Dry,0.312477258
C06,Habitat,gazelleThomsons,Dry,0.132865329
C07,Habitat,gazelleThomsons,Dry,0.020971786
C08,Habitat,gazelleThomsons,Dry,0.019142378
C09,Habitat,gazelleThomsons,Dry,0.141829804
C10,Habitat,gazelleThomsons,Dry,0.050763118
C11,Habitat,gazelleThomsons,Dry,0.036037977
C12,Habitat,gazelleThomsons,Dry,2.983160327
C13,Habitat,gazelleThomsons,Dry,104.5730307
D02,Habitat,gazelleThomsons,Dry,9.344263582
D03,Habitat,gazelleThomsons,Dry,37.46429882
D04,Habitat,gazelleThomsons,Dry,67.32887916
D05,Habitat,gazelleThomsons,Dry,15.26624942
D06,Habitat,gazelleThomsons,Dry,2.999743403
D07,Habitat,gazelleThomsons,Dry,0.26752885
D08,Habitat,gazelleThomsons,Dry,0.004842779
D09,Habitat,gazelleThomsons,Dry,0.002854901
D10,Habitat,gazelleThomsons,Dry,0.002266152
D11,Habitat,gazelleThomsons,Dry,0.046105834
D12,Habitat,gazelleThomsons,Dry,2.256367014
D13,Habitat,gazelleThomsons,Dry,27.46451086
E01,Habitat,gazelleThomsons,Dry,50.36521093
E02,Habitat,gazelleThomsons,Dry,168.1764991
E03,Habitat,gazelleThomsons,Dry,18.98868457
E04,Habitat,gazelleThomsons,Dry,8.842772545
E05,Habitat,gazelleThomsons,Dry,25.48222281
E06,Habitat,gazelleThomsons,Dry,43.60090409
E07,Habitat,gazelleThomsons,Dry,0.844388152
E08,Habitat,gazelleThomsons,Dry,0.032951115
E09,Habitat,gazelleThomsons,Dry,0.000502656
E10,Habitat,gazelleThomsons,Dry,0.005536604
E11,Habitat,gazelleThomsons,Dry,0.227853096
E12,Habitat,gazelleThomsons,Dry,10.90532344
E13,Habitat,gazelleThomsons,Dry,17.25490326
F01,Habitat,gazelleThomsons,Dry,109.3211196
F02,Habitat,gazelleThomsons,Dry,6.47067867
F03,Habitat,gazelleThomsons,Dry,0.844286609
F04,Habitat,gazelleThomsons,Dry,0.348259647
F05,Habitat,gazelleThomsons,Dry,4.246194922
F06,Habitat,gazelleThomsons,Dry,69.88331308
F07,Habitat,gazelleThomsons,Dry,0.599988149
F08,Habitat,gazelleThomsons,Dry,0.138592125
F09,Habitat,gazelleThomsons,Dry,0.009506867
F10,Habitat,gazelleThomsons,Dry,0.005698195
F11,Habitat,gazelleThomsons,Dry,0.393116741
F12,Habitat,gazelleThomsons,Dry,46.52966586
F13,Habitat,gazelleThomsons,Dry,2.506862659
G01,Habitat,gazelleThomsons,Dry,16.37948056
G02,Habitat,gazelleThomsons,Dry,190.4407206
G03,Habitat,gazelleThomsons,Dry,8.531713893
G04,Habitat,gazelleThomsons,Dry,0.737781488
G05,Habitat,gazelleThomsons,Dry,11.38506932
G06,Habitat,gazelleThomsons,Dry,34.90728722
G07,Habitat,gazelleThomsons,Dry,50.94512695
G08,Habitat,gazelleThomsons,Dry,1.982767758
G09,Habitat,gazelleThomsons,Dry,0.077932724
G11,Habitat,gazelleThomsons,Dry,0.638372937
G12,Habitat,gazelleThomsons,Dry,9.502105197
G13,Habitat,gazelleThomsons,Dry,23.2268955
H01,Habitat,gazelleThomsons,Dry,3.788807089
H02,Habitat,gazelleThomsons,Dry,17.65391807
H03,Habitat,gazelleThomsons,Dry,165.6530413
H04,Habitat,gazelleThomsons,Dry,16.84003112
H05,Habitat,gazelleThomsons,Dry,10.83273694
H06,Habitat,gazelleThomsons,Dry,17.41597073
H07,Habitat,gazelleThomsons,Dry,26.36572113
H08,Habitat,gazelleThomsons,Dry,91.87289088
H09,Habitat,gazelleThomsons,Dry,2.128908328
H10,Habitat,gazelleThomsons,Dry,0.035811623
H11,Habitat,gazelleThomsons,Dry,0.087988313
H12,Habitat,gazelleThomsons,Dry,2.36725887
H13,Habitat,gazelleThomsons,Dry,80.74766292
I02,Habitat,gazelleThomsons,Dry,6.225155753
I03,Habitat,gazelleThomsons,Dry,3.778580192
I04,Habitat,gazelleThomsons,Dry,29.27367469
I05,Habitat,gazelleThomsons,Dry,4.674776688
I06,Habitat,gazelleThomsons,Dry,111.8773942
I07,Habitat,gazelleThomsons,Dry,2.501606229
I08,Habitat,gazelleThomsons,Dry,34.09989998
I09,Habitat,gazelleThomsons,Dry,8.527452326
I10,Habitat,gazelleThomsons,Dry,0.286460122
I11,Habitat,gazelleThomsons,Dry,0.012449386
I12,Habitat,gazelleThomsons,Dry,0.751411512
I13,Habitat,gazelleThomsons,Dry,18.63683198
J02,Habitat,gazelleThomsons,Dry,145.6104953
J03,Habitat,gazelleThomsons,Dry,5.579314916
J04,Habitat,gazelleThomsons,Dry,9.012788733
J05,Habitat,gazelleThomsons,Dry,7.440372855
J06,Habitat,gazelleThomsons,Dry,38.28574005
J07,Habitat,gazelleThomsons,Dry,1.947488142
J08,Habitat,gazelleThomsons,Dry,16.0857191
J09,Habitat,gazelleThomsons,Dry,85.15541672
J10,Habitat,gazelleThomsons,Dry,12.74440277
J11,Habitat,gazelleThomsons,Dry,0.366833479
J12,Habitat,gazelleThomsons,Dry,2.202466456
J13,Habitat,gazelleThomsons,Dry,51.20989444
K03,Habitat,gazelleThomsons,Dry,120.6761879
K04,Habitat,gazelleThomsons,Dry,25.08487927
K05,Habitat,gazelleThomsons,Dry,83.54542652
K06,Habitat,gazelleThomsons,Dry,3.711108319
K07,Habitat,gazelleThomsons,Dry,0.150876949
K08,Habitat,gazelleThomsons,Dry,0.541997286
K09,Habitat,gazelleThomsons,Dry,1.969545403
K10,Habitat,gazelleThomsons,Dry,60.47525428
K11,Habitat,gazelleThomsons,Dry,6.690730676
K12,Habitat,gazelleThomsons,Dry,2.010226919
K13,Habitat,gazelleThomsons,Dry,0.919974304
L03,Habitat,gazelleThomsons,Dry,104.2501155
L04,Habitat,gazelleThomsons,Dry,17.45232788
L05,Habitat,gazelleThomsons,Dry,3.375006366
L06,Habitat,gazelleThomsons,Dry,0.369847971
L07,Habitat,gazelleThomsons,Dry,0.02053519
L08,Habitat,gazelleThomsons,Dry,0.039773845
L09,Habitat,gazelleThomsons,Dry,0.281804147
L10,Habitat,gazelleThomsons,Dry,0.872998865
L11,Habitat,gazelleThomsons,Dry,4.608747692
L12,Habitat,gazelleThomsons,Dry,32.52177323
L13,Habitat,gazelleThomsons,Dry,0.855720621
M03,Habitat,gazelleThomsons,Dry,4.04477837
M04,Habitat,gazelleThomsons,Dry,54.11351803
M05,Habitat,gazelleThomsons,Dry,37.41513014
M06,Habitat,gazelleThomsons,Dry,1.781208067
M07,Habitat,gazelleThomsons,Dry,0.046926398
M08,Habitat,gazelleThomsons,Dry,0.005185895
M09,Habitat,gazelleThomsons,Dry,0.018122977
M10,Habitat,gazelleThomsons,Dry,0.057063527
M11,Habitat,gazelleThomsons,Dry,0.119277592
M12,Habitat,gazelleThomsons,Dry,0.854664426
M13,Habitat,gazelleThomsons,Dry,0.226312969
N03,Habitat,gazelleThomsons,Dry,0.259102429
N04,Habitat,gazelleThomsons,Dry,1.920461345
N05,Habitat,gazelleThomsons,Dry,39.07683942
N06,Habitat,gazelleThomsons,Dry,8.535023212
N07,Habitat,gazelleThomsons,Dry,0.339868564
N08,Habitat,gazelleThomsons,Dry,0.703683528
