wet.dry,pd.day,pop.unit,site.id,var.measure,var.measure.unit,var.val
Wet,Night,Mukoma Gypsies,J05,Predator occupancy (lions/km2),Density,26
Dry,Night,Mukoma Gypsies,J05,Predator occupancy (lions/km2),Density,38
Wet,Day,Mukoma Gypsies,J06,Predator occupancy (lions/km2),Density,9
Dry,Day,Mukoma Gypsies,J06,Predator occupancy (lions/km2),Density,51
Wet,Night,Mukoma Gypsies,J06,Predator occupancy (lions/km2),Density,53
Dry,Night,Mukoma Gypsies,J06,Predator occupancy (lions/km2),Density,50
Wet,Day,Mukoma Gypsies,J07,Predator occupancy (lions/km2),Density,26
Dry,Day,Mukoma Gypsies,J07,Predator occupancy (lions/km2),Density,34
Wet,Night,Mukoma Gypsies,J07,Predator occupancy (lions/km2),Density,36
Wet,Day,Ex-Plains,J12,Predator occupancy (lions/km2),Density,37
Dry,Day,Ex-Plains,J12,Predator occupancy (lions/km2),Density,3
Wet,Night,Ex-Plains,J12,Predator occupancy (lions/km2),Density,26
Dry,Night,Ex-Plains,J12,Predator occupancy (lions/km2),Density,38
Wet,Day,Ex-Plains,J13,Predator occupancy (lions/km2),Density,35
Dry,Day,Ex-Plains,J13,Predator occupancy (lions/km2),Density,51
Wet,Night,Ex-Plains,J13,Predator occupancy (lions/km2),Density,34
Dry,Night,Ex-Plains,J13,Predator occupancy (lions/km2),Density,33
Wet,Day,Ex-Plains,K03,Predator occupancy (lions/km2),Density,6
Dry,Day,Ex-Plains,K03,Predator occupancy (lions/km2),Density,12
Wet,Day,Mukoma Gypsies,H04,Predator occupancy (lions/km2),Density,35
Dry,Day,Mukoma Gypsies,H04,Predator occupancy (lions/km2),Density,20
Wet,Night,Mukoma Gypsies,H04,Predator occupancy (lions/km2),Density,38
Dry,Night,Mukoma Gypsies,H04,Predator occupancy (lions/km2),Density,16
Wet,Day,Mukoma Gypsies,H05,Predator occupancy (lions/km2),Density,45
Dry,Day,Mukoma Gypsies,H05,Predator occupancy (lions/km2),Density,54
Wet,Night,Mukoma Gypsies,H05,Predator occupancy (lions/km2),Density,8
Dry,Night,Mukoma Gypsies,H05,Predator occupancy (lions/km2),Density,12
Wet,Day,Mukoma Gypsies,H06,Predator occupancy (lions/km2),Density,35
Dry,Day,Mukoma Gypsies,H06,Predator occupancy (lions/km2),Density,27
Wet,Night,Mukoma Gypsies,H06,Predator occupancy (lions/km2),Density,22
Dry,Night,Mukoma Gypsies,H06,Predator occupancy (lions/km2),Density,47
Wet,Day,Mukoma Gypsies,H07,Predator occupancy (lions/km2),Density,42
Dry,Day,Mukoma Gypsies,H07,Predator occupancy (lions/km2),Density,1
Wet,Night,Mukoma Gypsies,H07,Predator occupancy (lions/km2),Density,25
Dry,Night,Mukoma Gypsies,H07,Predator occupancy (lions/km2),Density,21
Wet,Night,Ex-Plains,K07,Predator occupancy (lions/km2),Density,20
Dry,Night,Ex-Plains,K07,Predator occupancy (lions/km2),Density,34
Wet,Day,Ex-Plains,K08,Predator occupancy (lions/km2),Density,19
Dry,Day,Ex-Plains,K08,Predator occupancy (lions/km2),Density,7
Wet,Night,Ex-Plains,K08,Predator occupancy (lions/km2),Density,1
Dry,Night,Ex-Plains,K08,Predator occupancy (lions/km2),Density,24
Wet,Day,Ex-Plains,K09,Predator occupancy (lions/km2),Density,17
Dry,Day,Ex-Plains,K09,Predator occupancy (lions/km2),Density,44
Wet,Night,Ex-Plains,K09,Predator occupancy (lions/km2),Density,38
Dry,Night,Ex-Plains,K09,Predator occupancy (lions/km2),Density,36
Wet,Day,Ex-Plains,K10,Predator occupancy (lions/km2),Density,12
Dry,Day,Ex-Plains,K10,Predator occupancy (lions/km2),Density,20
Wet,Night,Ex-Plains,K10,Predator occupancy (lions/km2),Density,3
Dry,Night,Ex-Plains,K10,Predator occupancy (lions/km2),Density,8
Wet,Day,Ex-Plains,K11,Predator occupancy (lions/km2),Density,7
Dry,Day,Ex-Plains,K11,Predator occupancy (lions/km2),Density,3
Wet,Day,Mukoma Gypsies,H12,Predator occupancy (lions/km2),Density,6
Dry,Day,Mukoma Gypsies,H12,Predator occupancy (lions/km2),Density,3
Wet,Night,Mukoma Gypsies,H12,Predator occupancy (lions/km2),Density,12
Dry,Night,Mukoma Gypsies,H12,Predator occupancy (lions/km2),Density,8
Wet,Day,Mukoma Gypsies,H13,Predator occupancy (lions/km2),Density,54
Dry,Day,Mukoma Gypsies,H13,Predator occupancy (lions/km2),Density,45
Wet,Night,Mukoma Gypsies,H13,Predator occupancy (lions/km2),Density,12
Dry,Night,Mukoma Gypsies,H13,Predator occupancy (lions/km2),Density,55
Wet,Day,Mukoma Gypsies,I02,Predator occupancy (lions/km2),Density,2
Dry,Day,Mukoma Gypsies,I02,Predator occupancy (lions/km2),Density,10
Wet,Night,Mukoma Gypsies,I02,Predator occupancy (lions/km2),Density,33
Dry,Night,Mukoma Gypsies,I02,Predator occupancy (lions/km2),Density,5
Wet,Day,Mukoma Gypsies,I03,Predator occupancy (lions/km2),Density,13
Dry,Day,Mukoma Gypsies,I03,Predator occupancy (lions/km2),Density,21
Wet,Night,Mukoma Gypsies,I03,Predator occupancy (lions/km2),Density,52
Dry,Night,Mukoma Gypsies,I03,Predator occupancy (lions/km2),Density,35
Wet,Day,Mukoma Gypsies,I04,Predator occupancy (lions/km2),Density,47
Dry,Day,Mukoma Gypsies,I04,Predator occupancy (lions/km2),Density,12
Wet,Night,Mukoma Gypsies,I04,Predator occupancy (lions/km2),Density,10
Dry,Night,Mukoma Gypsies,I04,Predator occupancy (lions/km2),Density,20
Wet,Day,Mukoma Gypsies,I05,Predator occupancy (lions/km2),Density,10
Dry,Day,Mukoma Gypsies,I05,Predator occupancy (lions/km2),Density,32
Wet,Night,Mukoma Gypsies,I05,Predator occupancy (lions/km2),Density,26
Dry,Night,Mukoma Gypsies,I05,Predator occupancy (lions/km2),Density,5
Wet,Day,Mukoma Gypsies,I06,Predator occupancy (lions/km2),Density,3
Dry,Day,Mukoma Gypsies,I06,Predator occupancy (lions/km2),Density,35
Wet,Night,Mukoma Gypsies,I06,Predator occupancy (lions/km2),Density,8
Dry,Night,Mukoma Gypsies,I06,Predator occupancy (lions/km2),Density,14
Wet,Day,Mukoma Gypsies,I07,Predator occupancy (lions/km2),Density,24
Dry,Day,Mukoma Gypsies,I07,Predator occupancy (lions/km2),Density,18
Wet,Night,Mukoma Gypsies,I07,Predator occupancy (lions/km2),Density,44
Wet,Day,Ex-Plains,I12,Predator occupancy (lions/km2),Density,9
Dry,Day,Ex-Plains,I12,Predator occupancy (lions/km2),Density,52
Wet,Night,Ex-Plains,I12,Predator occupancy (lions/km2),Density,8
Dry,Night,Ex-Plains,I12,Predator occupancy (lions/km2),Density,24
Wet,Day,Ex-Plains,I13,Predator occupancy (lions/km2),Density,38
Dry,Day,Ex-Plains,I13,Predator occupancy (lions/km2),Density,17
Wet,Night,Ex-Plains,I13,Predator occupancy (lions/km2),Density,30
Dry,Night,Ex-Plains,I13,Predator occupancy (lions/km2),Density,52
Wet,Day,Ex-Plains,J02,Predator occupancy (lions/km2),Density,14
Wet,Night,Ex-Plains,L10,Predator occupancy (lions/km2),Density,26
Dry,Night,Ex-Plains,L10,Predator occupancy (lions/km2),Density,45
Wet,Day,Ex-Plains,L11,Predator occupancy (lions/km2),Density,14
Dry,Day,Ex-Plains,L11,Predator occupancy (lions/km2),Density,6
Wet,Night,Ex-Plains,L11,Predator occupancy (lions/km2),Density,3
Dry,Night,Ex-Plains,L11,Predator occupancy (lions/km2),Density,36
Dry,Night,Mukoma Gypsies,L07,Predator occupancy (lions/km2),Density,25
Wet,Day,Mukoma Gypsies,L08,Predator occupancy (lions/km2),Density,22
Dry,Day,Mukoma Gypsies,L08,Predator occupancy (lions/km2),Density,3
Wet,Night,Mukoma Gypsies,L08,Predator occupancy (lions/km2),Density,15
Dry,Night,Mukoma Gypsies,L08,Predator occupancy (lions/km2),Density,24
Wet,Day,Mukoma Gypsies,L09,Predator occupancy (lions/km2),Density,46
Dry,Day,Mukoma Gypsies,L09,Predator occupancy (lions/km2),Density,4
Wet,Night,Mukoma Gypsies,L09,Predator occupancy (lions/km2),Density,8
Dry,Night,Mukoma Gypsies,L09,Predator occupancy (lions/km2),Density,41
Wet,Day,Mukoma Gypsies,L10,Predator occupancy (lions/km2),Density,5
Dry,Day,Mukoma Gypsies,L10,Predator occupancy (lions/km2),Density,25
Wet,Night,Ex-Plains,J06,Predator occupancy (lions/km2),Density,50
Dry,Night,Ex-Plains,J06,Predator occupancy (lions/km2),Density,47
Wet,Day,Ex-Plains,J07,Predator occupancy (lions/km2),Density,10
Dry,Day,Ex-Plains,J07,Predator occupancy (lions/km2),Density,24
Wet,Night,Ex-Plains,J07,Predator occupancy (lions/km2),Density,41
Dry,Night,Ex-Plains,J07,Predator occupancy (lions/km2),Density,18
Wet,Day,Ex-Plains,J08,Predator occupancy (lions/km2),Density,38
Dry,Day,Ex-Plains,J08,Predator occupancy (lions/km2),Density,40
Wet,Night,Ex-Plains,J08,Predator occupancy (lions/km2),Density,21
Dry,Night,Ex-Plains,J08,Predator occupancy (lions/km2),Density,48
Wet,Day,Mukoma Gypsies,L13,Predator occupancy (lions/km2),Density,16
Wet,Night,Ex-Plains,M06,Predator occupancy (lions/km2),Density,33
Dry,Night,Ex-Plains,M06,Predator occupancy (lions/km2),Density,26
Wet,Day,Ex-Plains,M07,Predator occupancy (lions/km2),Density,37
Dry,Day,Ex-Plains,M07,Predator occupancy (lions/km2),Density,28
Wet,Night,Ex-Plains,M07,Predator occupancy (lions/km2),Density,54
Dry,Night,Ex-Plains,M07,Predator occupancy (lions/km2),Density,5
Wet,Day,Ex-Plains,M08,Predator occupancy (lions/km2),Density,23
Dry,Day,Ex-Plains,M08,Predator occupancy (lions/km2),Density,29
Wet,Night,Ex-Plains,M08,Predator occupancy (lions/km2),Density,9
Dry,Night,Ex-Plains,M08,Predator occupancy (lions/km2),Density,18
Wet,Day,Ex-Plains,M09,Predator occupancy (lions/km2),Density,26
Dry,Day,Ex-Plains,M09,Predator occupancy (lions/km2),Density,12
Wet,Night,Ex-Plains,M09,Predator occupancy (lions/km2),Density,26
Dry,Night,Ex-Plains,M09,Predator occupancy (lions/km2),Density,18
Wet,Day,Ex-Plains,M10,Predator occupancy (lions/km2),Density,21
Dry,Day,Ex-Plains,M10,Predator occupancy (lions/km2),Density,4
Wet,Night,Ex-Plains,M10,Predator occupancy (lions/km2),Density,29
Dry,Night,Ex-Plains,M10,Predator occupancy (lions/km2),Density,36
Wet,Day,Ex-Plains,M11,Predator occupancy (lions/km2),Density,1
Dry,Day,Ex-Plains,M11,Predator occupancy (lions/km2),Density,42
Wet,Night,Ex-Plains,M11,Predator occupancy (lions/km2),Density,41
Wet,Night,Ex-Plains,K03,Predator occupancy (lions/km2),Density,24
Dry,Night,Ex-Plains,K03,Predator occupancy (lions/km2),Density,39
Wet,Day,Ex-Plains,K04,Predator occupancy (lions/km2),Density,51
Dry,Day,Ex-Plains,K04,Predator occupancy (lions/km2),Density,31
Wet,Night,Ex-Plains,K04,Predator occupancy (lions/km2),Density,41
Dry,Night,Ex-Plains,K04,Predator occupancy (lions/km2),Density,10
Wet,Day,Ex-Plains,K05,Predator occupancy (lions/km2),Density,11
Dry,Day,Ex-Plains,K05,Predator occupancy (lions/km2),Density,33
Wet,Night,Ex-Plains,K05,Predator occupancy (lions/km2),Density,14
Dry,Night,Ex-Plains,K05,Predator occupancy (lions/km2),Density,4
Wet,Day,Ex-Plains,K06,Predator occupancy (lions/km2),Density,52
Dry,Day,Ex-Plains,K06,Predator occupancy (lions/km2),Density,20
Wet,Night,Ex-Plains,K06,Predator occupancy (lions/km2),Density,2
Dry,Night,Ex-Plains,K06,Predator occupancy (lions/km2),Density,23
Wet,Day,Ex-Plains,K07,Predator occupancy (lions/km2),Density,36
Dry,Day,Ex-Plains,K07,Predator occupancy (lions/km2),Density,10
Dry,Night,Ex-Plains,N04,Predator occupancy (lions/km2),Density,32
Wet,Day,Ex-Plains,N05,Predator occupancy (lions/km2),Density,47
Dry,Day,Ex-Plains,N05,Predator occupancy (lions/km2),Density,57
Wet,Night,Ex-Plains,N05,Predator occupancy (lions/km2),Density,22
Wet,Day,Mukoma Gypsies,K04,Predator occupancy (lions/km2),Density,9
Dry,Day,Mukoma Gypsies,K04,Predator occupancy (lions/km2),Density,42
Wet,Night,Mukoma Gypsies,K04,Predator occupancy (lions/km2),Density,33
Dry,Night,Mukoma Gypsies,K04,Predator occupancy (lions/km2),Density,27
Wet,Day,Mukoma Gypsies,K05,Predator occupancy (lions/km2),Density,25
Dry,Day,Mukoma Gypsies,K05,Predator occupancy (lions/km2),Density,17
Wet,Night,Mukoma Gypsies,K05,Predator occupancy (lions/km2),Density,29
Dry,Night,Mukoma Gypsies,K05,Predator occupancy (lions/km2),Density,42
Wet,Day,Mukoma Gypsies,K06,Predator occupancy (lions/km2),Density,11
Dry,Day,Mukoma Gypsies,K06,Predator occupancy (lions/km2),Density,44
Wet,Night,Mukoma Gypsies,K06,Predator occupancy (lions/km2),Density,37
Dry,Night,Mukoma Gypsies,K06,Predator occupancy (lions/km2),Density,24
Wet,Night,Ex-Plains,K11,Predator occupancy (lions/km2),Density,50
Dry,Night,Ex-Plains,K11,Predator occupancy (lions/km2),Density,8
Wet,Day,Ex-Plains,K12,Predator occupancy (lions/km2),Density,7
Dry,Day,Ex-Plains,K12,Predator occupancy (lions/km2),Density,39
Dry,Day,Mukoma Gypsies,K08,Predator occupancy (lions/km2),Density,1
Wet,Night,Mukoma Gypsies,K08,Predator occupancy (lions/km2),Density,42
Dry,Night,Mukoma Gypsies,K08,Predator occupancy (lions/km2),Density,7
Wet,Day,Mukoma Gypsies,K09,Predator occupancy (lions/km2),Density,39
Dry,Day,Mukoma Gypsies,K09,Predator occupancy (lions/km2),Density,16
Wet,Night,Mukoma Gypsies,K09,Predator occupancy (lions/km2),Density,7
Dry,Night,Mukoma Gypsies,K09,Predator occupancy (lions/km2),Density,33
Wet,Day,Mukoma Gypsies,K10,Predator occupancy (lions/km2),Density,30
Dry,Day,Mukoma Gypsies,K10,Predator occupancy (lions/km2),Density,7
Wet,Night,Mukoma Gypsies,K10,Predator occupancy (lions/km2),Density,1
Dry,Night,Mukoma Gypsies,K10,Predator occupancy (lions/km2),Density,23
Wet,Day,Mukoma Gypsies,K11,Predator occupancy (lions/km2),Density,23
Dry,Day,Mukoma Gypsies,K11,Predator occupancy (lions/km2),Density,3
Wet,Night,Mukoma Gypsies,K11,Predator occupancy (lions/km2),Density,46
Dry,Night,Mukoma Gypsies,K11,Predator occupancy (lions/km2),Density,37
Wet,Day,Mukoma Gypsies,K12,Predator occupancy (lions/km2),Density,46
Wet,Night,Ex-Plains,L05,Predator occupancy (lions/km2),Density,49
Dry,Night,Ex-Plains,L05,Predator occupancy (lions/km2),Density,27
Wet,Day,Mukoma Gypsies,D08,Predator occupancy (lions/km2),Density,23
Dry,Day,Mukoma Gypsies,D08,Predator occupancy (lions/km2),Density,2
Wet,Night,Mukoma Gypsies,D08,Predator occupancy (lions/km2),Density,18
Dry,Night,Mukoma Gypsies,D08,Predator occupancy (lions/km2),Density,37
Wet,Day,Mukoma Gypsies,D09,Predator occupancy (lions/km2),Density,21
Dry,Day,Mukoma Gypsies,D09,Predator occupancy (lions/km2),Density,5
Wet,Night,Mukoma Gypsies,D09,Predator occupancy (lions/km2),Density,20
Dry,Night,Mukoma Gypsies,D09,Predator occupancy (lions/km2),Density,5
Wet,Day,Mukoma Gypsies,D10,Predator occupancy (lions/km2),Density,58
Dry,Day,Mukoma Gypsies,D10,Predator occupancy (lions/km2),Density,25
Wet,Night,Mukoma Gypsies,D10,Predator occupancy (lions/km2),Density,9
Dry,Night,Mukoma Gypsies,D10,Predator occupancy (lions/km2),Density,30
Wet,Day,Mukoma Gypsies,D11,Predator occupancy (lions/km2),Density,5
Dry,Day,Mukoma Gypsies,D11,Predator occupancy (lions/km2),Density,13
Wet,Night,Mukoma Gypsies,D11,Predator occupancy (lions/km2),Density,34
Dry,Night,Mukoma Gypsies,D11,Predator occupancy (lions/km2),Density,30
Wet,Day,Ex-Plains,L10,Predator occupancy (lions/km2),Density,27
Dry,Day,Ex-Plains,L10,Predator occupancy (lions/km2),Density,12
Dry,Night,Mukoma Gypsies,I09,Predator occupancy (lions/km2),Density,8
Wet,Day,Mukoma Gypsies,I10,Predator occupancy (lions/km2),Density,23
Dry,Day,Mukoma Gypsies,I10,Predator occupancy (lions/km2),Density,28
Wet,Night,Mukoma Gypsies,I10,Predator occupancy (lions/km2),Density,27
Dry,Night,Mukoma Gypsies,I10,Predator occupancy (lions/km2),Density,33
Wet,Day,Mukoma Gypsies,I11,Predator occupancy (lions/km2),Density,20
Dry,Day,Mukoma Gypsies,I11,Predator occupancy (lions/km2),Density,18
Wet,Night,Mukoma Gypsies,I11,Predator occupancy (lions/km2),Density,43
Dry,Night,Mukoma Gypsies,J09,Predator occupancy (lions/km2),Density,44
Wet,Day,Mukoma Gypsies,I12,Predator occupancy (lions/km2),Density,35
Dry,Day,Mukoma Gypsies,I12,Predator occupancy (lions/km2),Density,31
Wet,Night,Mukoma Gypsies,I12,Predator occupancy (lions/km2),Density,50
Dry,Night,Mukoma Gypsies,I12,Predator occupancy (lions/km2),Density,40
Wet,Day,Mukoma Gypsies,I13,Predator occupancy (lions/km2),Density,36
Dry,Day,Mukoma Gypsies,I13,Predator occupancy (lions/km2),Density,32
Wet,Night,Mukoma Gypsies,I13,Predator occupancy (lions/km2),Density,50
Dry,Night,Mukoma Gypsies,I13,Predator occupancy (lions/km2),Density,34
Wet,Night,Mukoma Gypsies,L10,Predator occupancy (lions/km2),Density,40
Dry,Night,Mukoma Gypsies,L10,Predator occupancy (lions/km2),Density,15
Wet,Day,Mukoma Gypsies,L11,Predator occupancy (lions/km2),Density,24
Dry,Day,Mukoma Gypsies,L11,Predator occupancy (lions/km2),Density,21
Wet,Night,Mukoma Gypsies,L11,Predator occupancy (lions/km2),Density,16
Dry,Night,Mukoma Gypsies,L11,Predator occupancy (lions/km2),Density,6
Wet,Day,Mukoma Gypsies,L12,Predator occupancy (lions/km2),Density,3
Dry,Day,Mukoma Gypsies,L12,Predator occupancy (lions/km2),Density,18
Wet,Night,Mukoma Gypsies,L12,Predator occupancy (lions/km2),Density,27
Dry,Night,Mukoma Gypsies,L12,Predator occupancy (lions/km2),Density,13
Wet,Night,Mukoma Gypsies,J04,Predator occupancy (lions/km2),Density,30
Dry,Night,Mukoma Gypsies,J04,Predator occupancy (lions/km2),Density,17
Wet,Day,Mukoma Gypsies,J05,Predator occupancy (lions/km2),Density,13
Dry,Day,Mukoma Gypsies,J05,Predator occupancy (lions/km2),Density,37
Dry,Night,Mukoma Gypsies,E06,Predator occupancy (lions/km2),Density,46
Wet,Day,Mukoma Gypsies,E07,Predator occupancy (lions/km2),Density,9
Dry,Day,Mukoma Gypsies,E07,Predator occupancy (lions/km2),Density,1
Wet,Night,Mukoma Gypsies,E07,Predator occupancy (lions/km2),Density,6
Dry,Night,Mukoma Gypsies,E07,Predator occupancy (lions/km2),Density,30
Wet,Day,Mukoma Gypsies,E08,Predator occupancy (lions/km2),Density,39
Dry,Day,Mukoma Gypsies,E08,Predator occupancy (lions/km2),Density,45
Wet,Night,Mukoma Gypsies,E08,Predator occupancy (lions/km2),Density,40
Dry,Night,Mukoma Gypsies,E08,Predator occupancy (lions/km2),Density,24
Dry,Night,Mukoma Gypsies,J07,Predator occupancy (lions/km2),Density,28
Wet,Day,Mukoma Gypsies,J08,Predator occupancy (lions/km2),Density,54
Dry,Day,Mukoma Gypsies,J08,Predator occupancy (lions/km2),Density,19
Wet,Night,Mukoma Gypsies,J08,Predator occupancy (lions/km2),Density,7
Dry,Night,Mukoma Gypsies,J08,Predator occupancy (lions/km2),Density,37
Wet,Day,Mukoma Gypsies,J09,Predator occupancy (lions/km2),Density,30
Dry,Day,Mukoma Gypsies,J09,Predator occupancy (lions/km2),Density,0
Wet,Night,Mukoma Gypsies,J09,Predator occupancy (lions/km2),Density,32
Wet,Night,Ex-Plains,N10,Predator occupancy (lions/km2),Density,16
Dry,Night,Ex-Plains,M11,Predator occupancy (lions/km2),Density,45
Wet,Day,Ex-Plains,M12,Predator occupancy (lions/km2),Density,22
Dry,Day,Ex-Plains,M12,Predator occupancy (lions/km2),Density,18
Wet,Night,Ex-Plains,M12,Predator occupancy (lions/km2),Density,5
Dry,Night,Ex-Plains,M12,Predator occupancy (lions/km2),Density,12
Wet,Day,Ex-Plains,M13,Predator occupancy (lions/km2),Density,54
Dry,Day,Ex-Plains,M13,Predator occupancy (lions/km2),Density,34
Wet,Night,Ex-Plains,M13,Predator occupancy (lions/km2),Density,42
Dry,Night,Ex-Plains,M13,Predator occupancy (lions/km2),Density,17
Wet,Day,Ex-Plains,N03,Predator occupancy (lions/km2),Density,19
Dry,Day,Ex-Plains,N03,Predator occupancy (lions/km2),Density,34
Wet,Night,Ex-Plains,N03,Predator occupancy (lions/km2),Density,39
Dry,Night,Ex-Plains,N03,Predator occupancy (lions/km2),Density,15
Wet,Day,Ex-Plains,N04,Predator occupancy (lions/km2),Density,22
Dry,Day,Ex-Plains,N04,Predator occupancy (lions/km2),Density,23
Wet,Night,Ex-Plains,N04,Predator occupancy (lions/km2),Density,27
Wet,Day,Mukoma Gypsies,K03,Predator occupancy (lions/km2),Density,5
Dry,Day,Mukoma Gypsies,K03,Predator occupancy (lions/km2),Density,18
Wet,Night,Mukoma Gypsies,K03,Predator occupancy (lions/km2),Density,9
Dry,Night,Mukoma Gypsies,K03,Predator occupancy (lions/km2),Density,39
Dry,Day,Ex-Plains,L07,Predator occupancy (lions/km2),Density,35
Wet,Night,Ex-Plains,L07,Predator occupancy (lions/km2),Density,19
Dry,Night,Ex-Plains,L07,Predator occupancy (lions/km2),Density,1
Wet,Day,Ex-Plains,L08,Predator occupancy (lions/km2),Density,13
Dry,Night,Mukoma Gypsies,I07,Predator occupancy (lions/km2),Density,11
Wet,Day,Mukoma Gypsies,I08,Predator occupancy (lions/km2),Density,33
Dry,Day,Mukoma Gypsies,I08,Predator occupancy (lions/km2),Density,11
Wet,Night,Mukoma Gypsies,I08,Predator occupancy (lions/km2),Density,26
Dry,Night,Mukoma Gypsies,I08,Predator occupancy (lions/km2),Density,22
Wet,Day,Mukoma Gypsies,I09,Predator occupancy (lions/km2),Density,22
Dry,Day,Mukoma Gypsies,I09,Predator occupancy (lions/km2),Density,18
Wet,Night,Mukoma Gypsies,I09,Predator occupancy (lions/km2),Density,29
Wet,Day,Mukoma Gypsies,K07,Predator occupancy (lions/km2),Density,13
Dry,Day,Mukoma Gypsies,K07,Predator occupancy (lions/km2),Density,40
Wet,Night,Mukoma Gypsies,K07,Predator occupancy (lions/km2),Density,27
Dry,Night,Mukoma Gypsies,K07,Predator occupancy (lions/km2),Density,10
Dry,Night,Ex-Plains,N09,Predator occupancy (lions/km2),Density,13
Wet,Day,Ex-Plains,N10,Predator occupancy (lions/km2),Density,37
Dry,Day,Ex-Plains,N10,Predator occupancy (lions/km2),Density,8
Dry,Night,Mukoma Gypsies,E10,Predator occupancy (lions/km2),Density,19
Dry,Night,Ex-Plains,N10,Predator occupancy (lions/km2),Density,39
Wet,Day,Ex-Plains,N11,Predator occupancy (lions/km2),Density,53
Dry,Day,Ex-Plains,N11,Predator occupancy (lions/km2),Density,14
Wet,Night,Mukoma Gypsies,J10,Predator occupancy (lions/km2),Density,22
Dry,Night,Mukoma Gypsies,J10,Predator occupancy (lions/km2),Density,6
Wet,Day,Mukoma Gypsies,J11,Predator occupancy (lions/km2),Density,45
Dry,Day,Mukoma Gypsies,J11,Predator occupancy (lions/km2),Density,12
Wet,Night,Mukoma Gypsies,J11,Predator occupancy (lions/km2),Density,44
Dry,Night,Mukoma Gypsies,J11,Predator occupancy (lions/km2),Density,16
Wet,Day,Mukoma Gypsies,J02,Predator occupancy (lions/km2),Density,48
Dry,Day,Mukoma Gypsies,J02,Predator occupancy (lions/km2),Density,6
Wet,Night,Mukoma Gypsies,J02,Predator occupancy (lions/km2),Density,5
Dry,Night,Mukoma Gypsies,J02,Predator occupancy (lions/km2),Density,48
Dry,Day,Mukoma Gypsies,K12,Predator occupancy (lions/km2),Density,6
Wet,Night,Mukoma Gypsies,K12,Predator occupancy (lions/km2),Density,41
Wet,Day,Ex-Plains,L06,Predator occupancy (lions/km2),Density,19
Dry,Day,Ex-Plains,L06,Predator occupancy (lions/km2),Density,15
Wet,Night,Ex-Plains,L06,Predator occupancy (lions/km2),Density,23
Dry,Night,Ex-Plains,L06,Predator occupancy (lions/km2),Density,45
Wet,Day,Ex-Plains,L07,Predator occupancy (lions/km2),Density,8
Wet,Night,Mukoma Gypsies,K13,Predator occupancy (lions/km2),Density,32
Dry,Day,Mukoma Gypsies,E06,Predator occupancy (lions/km2),Density,19
Wet,Night,Mukoma Gypsies,E06,Predator occupancy (lions/km2),Density,34
Wet,Night,Mukoma Gypsies,L13,Predator occupancy (lions/km2),Density,27
Wet,Night,Mukoma Gypsies,L03,Predator occupancy (lions/km2),Density,35
Dry,Day,Ex-Plains,L08,Predator occupancy (lions/km2),Density,29
Wet,Night,Ex-Plains,L08,Predator occupancy (lions/km2),Density,7
Dry,Night,Ex-Plains,L08,Predator occupancy (lions/km2),Density,2
Wet,Day,Ex-Plains,L09,Predator occupancy (lions/km2),Density,45
Dry,Day,Ex-Plains,L09,Predator occupancy (lions/km2),Density,7
Wet,Night,Ex-Plains,L09,Predator occupancy (lions/km2),Density,10
Dry,Night,Ex-Plains,L09,Predator occupancy (lions/km2),Density,21
Wet,Day,Mukoma Gypsies,L06,Predator occupancy (lions/km2),Density,17
Dry,Day,Mukoma Gypsies,L06,Predator occupancy (lions/km2),Density,1
Wet,Night,Mukoma Gypsies,L06,Predator occupancy (lions/km2),Density,25
Dry,Night,Mukoma Gypsies,L06,Predator occupancy (lions/km2),Density,2
Wet,Day,Mukoma Gypsies,L07,Predator occupancy (lions/km2),Density,31
Dry,Day,Mukoma Gypsies,L07,Predator occupancy (lions/km2),Density,15
Wet,Night,Mukoma Gypsies,L07,Predator occupancy (lions/km2),Density,11
Dry,Night,Mukoma Gypsies,J12,Predator occupancy (lions/km2),Density,17
Wet,Day,Mukoma Gypsies,E11,Predator occupancy (lions/km2),Density,5
Wet,Day,Mukoma Gypsies,J10,Predator occupancy (lions/km2),Density,21
Dry,Day,Mukoma Gypsies,J10,Predator occupancy (lions/km2),Density,42
Wet,Night,Mukoma Gypsies,E11,Predator occupancy (lions/km2),Density,57
Wet,Day,Mukoma Gypsies,J04,Predator occupancy (lions/km2),Density,33
Dry,Day,Mukoma Gypsies,J04,Predator occupancy (lions/km2),Density,29
Dry,Day,Mukoma Gypsies,K13,Predator occupancy (lions/km2),Density,52
Dry,Day,Mukoma Gypsies,E09,Predator occupancy (lions/km2),Density,8
Dry,Night,Mukoma Gypsies,K13,Predator occupancy (lions/km2),Density,4
Wet,Day,Mukoma Gypsies,J12,Predator occupancy (lions/km2),Density,14
Dry,Day,Mukoma Gypsies,J12,Predator occupancy (lions/km2),Density,20
Wet,Night,Mukoma Gypsies,J12,Predator occupancy (lions/km2),Density,3
Wet,Night,Mukoma Gypsies,E10,Predator occupancy (lions/km2),Density,40
Wet,Day,Mukoma Gypsies,J03,Predator occupancy (lions/km2),Density,9
Dry,Day,Mukoma Gypsies,J03,Predator occupancy (lions/km2),Density,6
Wet,Night,Mukoma Gypsies,J03,Predator occupancy (lions/km2),Density,35
Dry,Night,Mukoma Gypsies,J03,Predator occupancy (lions/km2),Density,42
Dry,Night,Mukoma Gypsies,L04,Predator occupancy (lions/km2),Density,25
